Número pedido;Nome Comprador;Data;Produto;SKU;Un;Quantidade;Valor Unitário;Valor Total;Total Pedido;Valor Frete Pedido;Valor Desconto Pedido;Outras despesas;Tipo Frete;Observações;Qtd Parcela;Data Prevista
509177;PEDIDO 509177;12/05/2026;ESPONJA DE AÇO ASSOLAN 45G;P0144;UN;1;1,99;1,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ESPONJA BRILHEX MULTIUSO 4UN;P12DED;UN;1;3,40;3,40;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;DESINFETANTE REMMUS DESAFLORA ROXO 2LTS;P0127;UN;1;5,99;5,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;VASSOURA CONDOR MADRI COM CABO;P570;UN;1;12,90;12,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;RODO GUIRADO PLASTICO 40CM COM CABO;P0274;UN;1;10,63;10,63;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PÁ DE LIXO GUIRADO COM CABO CURTO PLAST;P0251;UN;1;3,90;3,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PANO MULTIUSO ROLO 28X40  10UN;P0254;UN;1;2,90;2,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;INSETICIDA SBP MULT AER 285ML;P0175;UN;1;14,90;14,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ESCOVA SANITARIA COM SUPORTE PLASTICO BRANCO;P0140;UN;1;8,50;8,50;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;MACARRÃO EMEGE SEMOLA AVE MARIA 500GR;P43521;UN;1;3,99;3,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;MACARRÃO PARAFUSO QDELICIA 500GR;P0232;UN;1;3,80;3,80;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;COLORÍFICO DIODORO 20GR;P0103;UN;1;2,49;2,49;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;LOURO FOLHA DIODORO 5GR;P0229;UN;1;2,40;2,40;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;OREGANO DIODORO 5GR;P0250;UN;1;2,40;2,40;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;TEMPERO - AÇAFRÃO DIODORO 20GR;P0029;UN;1;2,49;2,49;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;AZEITE ANDORINHA EXTRA VIRGEM 250ML;P0027;UN;1;21,90;21,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;Corda para Varal 10m Aço Encapado de PVC;P350;UN;2;2,50;5,00;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PRENDEDOR ROUPA AGUIA BRANCA MADEIRA 12UN;P0269;UN;2;1,99;3,98;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ESCOVA LAVANDERIA MADEIRA CONDOR - 1 unidade;P0139;UN;1;3,50;3,50;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;SABÃO EM BARRA MINUANO GLICERINADO 160G;P0293;UN;2;2,80;5,60;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;TINTURA COR&TOM 2.0 PRETO 125ML;P99SL;UN;1;16,90;16,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ALGODÃO TOPZ ROLO 25GR;P0017;UN;1;4,50;4,50;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ACETONA FARMAX 100ML;P527;UN;1;3,69;3,69;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ESPONJA DE BANHO 12CM SABONETEIRA COLOR;P0145;UN;1;1,99;1,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PAPEL HIGIÊNICO DUETTO FOLHA DUPLA 4X30M;A1001;UN;1;7,49;7,49;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;Escova de Dente Colgate Classic Clean Macia 4 unidades | Cores Sortidas;594750I;UN;1;15,90;15,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ALBANY SABONETE HIDRATAÇÃO SUAVIZANTE 80GR;P0275;UN;1;1,99;1,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;ROSQUINHA MABEL COCO 300G;P0057;UN;1;5,90;5,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;BISCOITO TUCS SALGADO ORIGINAL 100GR;P0058;UN;1;2,69;2,69;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;MISTURA PRA BOLO APTI 400G LARANJA;P572;UN;1;4,79;4,79;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;CREME DE LEITE MOCOCA TP 200GR;P0240;UN;2;2,89;5,78;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;BATATA PALHA FAVORITA 200GR;P13;UN;1;8,99;8,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;MAIONESE HELLMANNS SACHE 200GR;P0236;UN;1;7,90;7,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;MOSTARDA FUGINI SACHE BICO 180GR;P0245;UN;1;3,99;3,99;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;Catchup FUGINI SACHE BICO 180GR;P515;UN;1;3,20;3,20;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;AMENDOIM DORI JAPONES SALGADO 30G;918239B;UN;2;1,50;3,00;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;SALGADINHO TORCIDA 35G - CHURRASCO;7892840822477;UN;1;1,90;1,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;SALGADINHO TORCIDA 35G - COSTELINHA COM LIMÃO;7892840822484;UN;1;1,90;1,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;BATATA RUFFLES ORIGINAL TUBO 134G;215552H;UN;1;13,90;13,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;SHAMPOO POMPOM SUAVE 200ML;758722D;UN;1;10,90;10,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;SUCO PO FRISCO UVA 18G;P0311;UN;2;0,85;1,70;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;FILTRO DE PAPEL 102 - CAFE BRASILEIRO;P561;UN;1;4,50;4,50;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PAPEL TOALHA SNOB MULTIUSO 120FLS - 2 ROLOS;7896110012148;UN;1;9,90;9,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;PAPEL ALUMÍNIO SUPER 45CM 4MT;P0255;UN;1;6,90;6,90;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
509177;PEDIDO 509177;12/05/2026;Colher Multiuso de Bambu 39cm;P349;UN;1;6,49;6,49;483,71;0,00;0,00;0,00;R;Pedido importado via Sucedoan PIM;1;12/05/2026
